day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
6,2016,10,29,10/29/2016,51,44.8,1015.3,8.8,15.8,26,38.1,59,46,0.01,999.9,0,614
2,2018,10,16,10/16/2018,57.1,44.8,1015.2,8.6,15.5,26,39,69.1,43,0.18,999.9,0,688
2,2015,10,20,10/20/2015,58.2,45.6,1022.8,9.7,21.3,26,34,66,39.9,0,999.9,0,714
3,2019,10,9,10/09/2019,56.9,53.6,1022.1,7.8,19.5,26,39,66.9,55,0.17,999.9,0,383
7,2013,10,27,10/27/2013,54.3,38.7,1012.5,10,13.8,26,35.9,57.9,50,0.01,999.9,0,512
6,2016,10,22,10/22/2016,61.3,58.9,993.1,3.5,12.2,27,36.9,70,50,0.01,999.9,1,629
5,2016,10,28,10/28/2016,51.8,46.3,1015.4,7.7,18.6,27,38.1,59,39.9,0.78,999.9,0,798
6,2015,10,3,10/03/2015,55.5,50.4,1026,7.9,22.1,27,38.1,57.9,53.6,1.01,999.9,0,556
7,2019,10,27,10/27/2019,53.4,47.2,1022.7,7.6,14.3,27,38.1,62.6,44.1,0,999.9,0,467
7,2018,10,21,10/21/2018,48.5,41.4,1004.7,9.1,11.8,27,35.9,62.1,42.1,0.2,999.9,0,593
5,2015,10,2,10/02/2015,56,53.3,1020.6,4.1,22.5,27,38.1,57.2,55,1.07,999.9,0,798
4,2015,10,1,10/01/2015,59.7,55.3,1015.2,8.1,21.4,28,36.9,73.9,57,1.26,999.9,0,683
6,2018,10,27,10/27/2018,50,45.3,1015.4,5.7,16,28,40,59,33.1,0.2,999.9,0,757
6,2019,10,12,10/12/2019,56.2,54.1,1011.6,6.7,19.9,28,36.9,61,55,0.12,999.9,0,502
7,2016,10,23,10/23/2016,53.7,35.4,1003,10,21.3,29.9,45.1,64,50,0.01,999.9,0,534
3,2014,10,8,10/08/2014,65.2,60.4,1012.5,9.4,12.3,31.1,44.1,70,60.1,0.07,999.9,1,639
5,2018,10,12,10/12/2018,63.1,60.6,999.7,5.2,14.8,31.1,42,72,54,1.46,999.9,0,830
5,2019,10,11,10/11/2019,55.5,53.4,1015.1,3.6,26.1,33,41,57.2,53.6,2.71,999.9,0,606
4,2019,10,10,10/10/2019,54.5,51.8,1018.5,4.9,28.8,34,47,57,53.6,0.72,999.9,0,615
4,2019,10,17,10/17/2019,58.2,50,990,9.9,28,35,49.9,64,55.4,0.86,999.9,0,608
1,2012,10,29,10/29/2012,56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,999.9,0,298
7,2016,10,9,10/09/2016,62.2,59.7,1013.8,6.4,13.8,36.9,48,69.1,46.9,0,999.9,0,480
1,2016,10,10,10/10/2016,54.1,43.8,1016.8,8,24.8,36.9,49,57,51.8,3.76,999.9,0,539
1,2017,10,30,10/30/2017,60.4,52,997.1,6.9,27.3,42,55.9,66,53.1,1.61,999.9,0,832
1,2014,11,10,11/10/2014,48.2,42.2,1019.2,9.6,4,7,999.9,59,39,0,999.9,0,560
2,2013,11,5,11/05/2013,43.5,30.4,1037.8,10,3.9,7,999.9,50,37.9,0,999.9,0,510
2,2016,11,1,11/01/2016,46.2,37.1,1027.3,10,4.4,8,999.9,53.1,34,0.01,999.9,0,732
3,2015,11,25,11/25/2015,39.6,26.8,1038.6,10,4.3,8,999.9,50,28.9,0,999.9,0,717
3,2013,11,6,11/06/2013,46.5,41.4,1030.4,10,3.7,8.9,999.9,57,36,0,999.9,0,635
1,2018,11,19,11/19/2018,46.7,41,1021,10,5,8.9,999.9,54,37.9,0,999.9,0,697
3,2015,11,18,11/18/2015,42.9,33.8,1034.9,10,3.2,8.9,999.9,51.1,30.9,0,999.9,0,628
5,2012,11,23,11/23/2012,48.3,40.8,1016.5,8.9,3.4,8.9,999.9,54,39.2,0,999.9,1,481
3,2016,11,9,11/09/2016,51.6,46.1,1009.9,8.8,4.6,8.9,999.9,61,39,0,999.9,1,541
7,2012,11,11,11/11/2012,54.7,45.1,1030.8,7,1.6,9.9,999.9,63,37.4,0,999.9,0,526
2,2012,11,27,11/27/2012,38.7,27.2,1024.2,7,4.4,9.9,999.9,44.6,33.8,0,999.9,0,583
5,2017,11,24,11/24/2017,40.8,30.7,1016.1,10,6.9,9.9,999.9,50,33.1,0,999.9,0,502
2,2019,11,26,11/26/2019,46.5,42.5,1015.7,10,5.4,9.9,999.9,55.9,35.1,0,999.9,1,702
1,2012,11,12,11/12/2012,56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48,0,999.9,1,547
4,2013,11,21,11/21/2013,39,26.7,1035,10,4.9,9.9,999.9,48,30.9,0,999.9,0,628
6,2017,11,25,11/25/2017,50.1,47.2,1010.6,10,7.8,9.9,999.9,55.9,34,0,999.9,0,456
4,2016,11,24,11/24/2016,42.2,34.3,1025.6,10,6,9.9,15,48.9,30,0,999.9,0,428
6,2013,11,16,11/16/2013,51.2,43.6,1025,9.6,6.5,9.9,999.9,57.9,46.9,0,999.9,0,612
7,2018,11,18,11/18/2018,41.7,29.3,1025.8,10,6.7,11.1,999.9,44.1,35.1,0,999.9,0,470
1,2015,11,16,11/16/2015,54,41.2,1020.4,10,8.3,11.1,999.9,60.1,41,0,999.9,0,618
3,2015,11,4,11/04/2015,57,49.3,1026.2,9.7,7.4,11.1,999.9,64,43,0,999.9,0,672
4,2015,11,5,11/05/2015,58.9,55.9,1025.8,9.1,7.6,11.1,999.9,66.9,48.9,0,999.9,1,690
5,2015,11,27,11/27/2015,52.6,48.4,1034.2,9.8,7.5,11.1,999.9,59,45,0,999.9,0,480
2,2016,11,8,11/08/2016,47.2,38.2,1020.5,10,7.1,11.1,999.9,57,39,0,999.9,0,620
3,2014,11,12,11/12/2014,56.5,53.5,1012.9,6,5.2,11.1,999.9,68,45,0,999.9,1,546
5,2016,11,25,11/25/2016,48.6,43.1,1023.9,10,6.9,12,999.9,51.1,34,0,999.9,0,455
7,2019,11,3,11/03/2019,51,36.8,1016.8,10,7.5,12,999.9,55.9,36,0,999.9,0,479
6,2013,11,30,11/30/2013,31.3,15.4,1038.9,10,6.5,12,999.9,37.9,25,0,999.9,0,479
2,2014,11,11,11/11/2014,51,47.2,1020.7,9.5,8.2,12,999.9,59,39,0,999.9,1,493
1,2019,11,4,11/04/2019,48.1,30,1026.3,10,7.5,12,999.9,55.9,42.1,0,999.9,0,623
7,2017,11,12,11/12/2017,35.8,29.8,1032.6,10,5,12,999.9,46.9,24.1,0,999.9,0,539
1,2015,11,2,11/02/2015,58.3,49.4,1016.1,9.5,7.8,13,18.1,64.9,50,0,999.9,0,613
5,2012,11,2,11/02/2012,48.2,36,1003.4,10,5.2,13,25.1,53.6,46,0,999.9,0,345
5,2017,11,3,11/03/2017,58.7,58.5,1019.3,3.4,7.7,13,999.9,66,52,0,999.9,1,776
1,2015,11,9,11/09/2015,51.4,37.7,1029.7,10,7.9,13,999.9,60.1,43,0,999.9,0,615
7,2013,11,17,11/17/2013,48.9,45.9,1024.9,6.8,7,13,999.9,55.9,37.4,0,999.9,1,532
6,2016,11,5,11/05/2016,47.8,33.6,1020.6,10,7.9,13,999.9,55.9,36,0,999.9,0,626
2,2015,11,3,11/03/2015,54.4,50.7,1020.7,8.2,6.4,14,999.9,64.9,43,0,999.9,1,655
1,2019,11,11,11/11/2019,51.5,43.4,1019,10,7.7,14,999.9,59,37.9,0,999.9,0,481
5,2013,11,29,11/29/2013,31.2,12.9,1033,10,8.7,14,17.1,42.1,26.1,0,999.9,0,437
6,2012,11,10,11/10/2012,48,35,1025,7.9,2,14,20,54,41,0,999.9,0,444
2,2012,11,6,11/06/2012,36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,999.9,0,514
4,2015,11,26,11/26/2015,50.1,41.2,1044.2,10,10.8,14,999.9,57,28.9,0,999.9,0,383
2,2012,11,20,11/20/2012,44.4,32.8,1022.1,10,3.6,14,19,51.8,39.9,0,999.9,0,671
6,2015,11,28,11/28/2015,54.5,50.4,1021.1,9.1,9.4,14,999.9,62.1,45,0,999.9,0,508
6,2016,11,26,11/26/2016,47,45,1018.2,6.8,6.3,14,999.9,48.9,41,0,999.9,1,463
7,2012,11,18,11/18/2012,43.2,31,1037.2,9.8,5.5,14,21,48.9,34,0,999.9,0,446
6,2014,11,29,11/29/2014,30.9,16.8,1025.3,10,6.6,14,999.9,39,25,0,999.9,0,394
3,2017,11,1,11/01/2017,50.6,39.9,1026.5,10,6.7,14,999.9,61,37.9,0,999.9,0,607
1,2016,11,14,11/14/2016,54.4,44.6,1015.9,9.6,10.8,15,999.9,62.1,46.9,0,999.9,0,668
2,2019,11,5,11/05/2019,56.6,50.5,1025.2,9.6,11.5,15,999.9,62.1,42.1,0.01,999.9,0,440
4,2018,11,1,11/01/2018,58,54.7,1013.2,7.6,11.1,15,999.9,62.1,54,0,999.9,0,696
6,2013,11,2,11/02/2013,57.4,55.2,1003.8,6.4,5.6,15,21,66,53.1,0.14,999.9,1,551
3,2014,11,5,11/05/2014,57.7,52.4,1018.3,9.3,11.1,15,999.9,62.1,54,0,999.9,0,554
7,2012,11,4,11/04/2012,43.2,29.6,1014.1,10,6.1,15,22,51.8,39,0,999.9,0,344
7,2015,11,29,11/29/2015,46.1,38.8,1022.1,9.6,9.4,15,999.9,62.1,39.9,0,999.9,0,453
1,2018,11,12,11/12/2018,41.7,24.7,1029.4,10,8.2,15,18.1,48,37,0,999.9,0,497
2,2014,11,4,11/04/2014,52.7,37.7,1019.4,10,6.9,15,22,61,37.9,0,999.9,0,538
4,2016,11,17,11/17/2016,48.6,43,1011.2,9.6,8.4,15,24.1,57,41,0,999.9,0,707
5,2012,11,16,11/16/2012,41.9,29.5,1026.4,9.7,5.8,15,999.9,48.2,37.9,0,999.9,0,672
4,2014,11,6,11/06/2014,53.6,48.7,1015.8,9.4,5.6,15,21,63,50,0.02,999.9,0,652
5,2018,11,30,11/30/2018,38.4,30.1,1015.2,10,7.5,15,28,48.9,33.1,0,999.9,0,743
7,2014,11,30,11/30/2014,46.1,38.6,1024,9.9,9.8,15,999.9,55.9,24.1,0,999.9,0,377
1,2017,11,13,11/13/2017,48.8,44.3,1026.7,10,9.2,15,999.9,52,46,0,999.9,0,699
6,2012,11,3,11/03/2012,44.7,30.1,1009.4,10,7.6,15,25.1,51.8,42.1,0.01,999.9,0,307
4,2016,11,3,11/03/2016,58.8,56.2,1014.6,5.1,8.4,15,21,63,51.1,0,999.9,1,689
4,2012,11,22,11/22/2012,47.3,36.2,1023.4,10,3.4,15.9,999.9,54,42.1,0,999.9,0,384
2,2017,11,28,11/28/2017,37.9,27.4,1028,10,10,15.9,22,48.9,28,0,999.9,0,649
6,2014,11,15,11/15/2014,37,20.6,1021.7,10,10.7,15.9,21,48,32,0.05,999.9,0,529
4,2019,11,14,11/14/2019,35,24.6,1030.7,10,8,15.9,17.1,48,21.9,0,999.9,0,545
6,2019,11,2,11/02/2019,47,34.5,1021.6,10,7.2,15.9,22,66.9,36,0.11,999.9,0,506
4,2017,11,2,11/02/2017,58.9,56.1,1026.9,10,10.4,15.9,999.9,64,55,0,999.9,0,746
5,2019,11,15,11/15/2019,49.3,42,1022.5,9.8,11,15.9,20,54,45,0,999.9,0,621
3,2016,11,2,11/02/2016,55.9,49.9,1024.1,10,9.9,15.9,999.9,63,34,0,999.9,0,665
4,2012,11,29,11/29/2012,37.5,21.9,1025.9,9.7,5.8,15.9,22.9,43,32,0.01,999.9,0,515
2,2015,11,10,11/10/2015,55.8,50.8,1023.4,9.3,7.9,15.9,22.9,61,43,0,999.9,0,757
3,2013,11,13,11/13/2013,33.5,20.7,1022.1,10,12.6,15.9,25.1,37.4,30,0.06,999.9,0,593
7,2014,11,16,11/16/2014,38.1,26,1027.1,10,5.6,15.9,22,50,23,0,999.9,0,429
7,2015,11,1,11/01/2015,57,49.8,1016.1,9.9,8.7,15.9,999.9,62.1,52,0,999.9,0,312
6,2012,11,17,11/17/2012,43.6,27.9,1034.8,10,4.7,16.9,22,51.1,39,0,999.9,0,542
1,2012,11,26,11/26/2012,40.3,19.7,1017.3,10,4.9,16.9,23.9,46.9,36,0,999.9,0,563
1,2012,11,19,11/19/2012,43,34.8,1032.3,10,6.3,16.9,22.9,53.6,37.9,0,999.9,0,585
3,2012,11,21,11/21/2012,46.5,32.7,1021.7,10,4.2,16.9,22,53.6,41,0,999.9,0,689
3,2019,11,6,11/06/2019,51.5,38.9,1024.1,9.9,10.5,17.1,22,62.1,41,0.38,999.9,0,615
1,2015,11,30,11/30/2015,40.5,26.7,1029.5,10,11.3,17.1,25.1,48.9,30.9,0,999.9,0,611
3,2017,11,15,11/15/2017,43.9,37.1,1024.1,10,11.3,17.1,999.9,48.9,39,0,999.9,0,713
7,2015,11,22,11/22/2015,50.1,45.5,1015,8.1,6.6,17.1,22.9,57.2,39,0,999.9,0,431
6,2016,11,19,11/19/2016,50.1,47.2,1012.9,6.6,12.3,17.1,25.1,54,48,0,999.9,0,692
6,2018,11,24,11/24/2018,41.4,31.9,1023.6,10,11.5,17.1,24.1,50,19,0,999.9,0,536
1,2017,11,6,11/06/2017,62.2,61.6,1016,7.4,11.8,17.1,19,66,48.9,0,999.9,1,682
5,2013,11,15,11/15/2013,53,39.1,1022.7,10,12.3,17.1,20,57.9,48.9,0,999.9,0,617
4,2017,11,9,11/09/2017,48.3,39.9,1022.1,10,8.7,17.1,20,54,43,0.1,999.9,0,702
2,2018,11,6,11/06/2018,56.8,56.2,1014.3,2.1,12.1,17.1,25.1,61,39,0.38,999.9,1,679
6,2017,11,18,11/18/2017,43.5,31.4,1013,10,9.4,17.1,27,53.1,28,0,999.9,0,629
2,2017,11,14,11/14/2017,46.1,39,1024.1,10,12.3,17.1,22.9,52,42.1,0.1,999.9,0,647
7,2019,11,10,11/10/2019,48.3,37.2,1019.5,10,8.8,17.1,999.9,54,32,0,999.9,0,456
7,2014,11,9,11/09/2014,53.2,42.7,1014,10,9.1,17.1,24.1,59,37,0,999.9,0,419
5,2016,11,4,11/04/2016,53.6,44.3,1015.1,10,12.1,17.1,22.9,63,48.9,0,999.9,0,777
3,2013,11,20,11/20/2013,38,21.5,1028.8,10,14.5,17.1,25.1,52,34,0,999.9,0,607
3,2019,11,27,11/27/2019,48.5,46,1016.5,6,6,17.1,999.9,55.9,35.1,0,999.9,1,561
4,2019,11,7,11/07/2019,51.4,42.7,1023.4,9.8,7.8,17.1,999.9,60.1,35.1,0,999.9,0,669
3,2018,11,28,11/28/2018,41,30.4,992.9,10,12.5,17.1,28,51.1,36,0.03,999.9,0,573
5,2013,11,22,11/22/2013,46.2,41.9,1024.5,9.4,5.6,18.1,25.1,54,30.9,0,999.9,0,702
6,2013,11,23,11/23/2013,47.3,34.3,1010.4,9.6,9.9,18.1,27,54,39,0.08,999.9,0,536
2,2017,11,7,11/07/2017,53,46.7,1019.6,9.8,12.5,18.1,25.1,66,48,0.05,999.9,0,710
3,2019,11,20,11/20/2019,44.8,39.8,1009.7,9.1,10,18.1,22.9,51.1,41,0.04,999.9,0,526
7,2016,11,27,11/27/2016,43.4,34.6,1014.3,10,13.2,18.1,24.1,48.9,39.9,0.05,999.9,0,466
2,2015,11,17,11/17/2015,45.3,31.2,1030.8,10,11.9,18.1,24.1,60.1,37.9,0,999.9,0,684
4,2015,11,19,11/19/2015,50.4,43.6,1028.9,10,11.8,18.1,999.9,57,30.9,0,999.9,0,797
1,2017,11,27,11/27/2017,43,28.8,1013.8,10,12.4,18.1,26,52,39,0,999.9,0,635
5,2014,11,14,11/14/2014,43.7,34.9,1012.3,9.7,11.1,18.1,25.1,53.1,39.9,0.22,999.9,0,654
4,2017,11,30,11/30/2017,43.2,34,1024.6,10,10.1,18.1,27,59,33.1,0,999.9,0,663
5,2018,11,9,11/09/2018,48.3,37.1,1025.5,10,11.1,18.1,22,57.9,39,0,999.9,0,866
4,2018,11,8,11/08/2018,52.1,38.7,1020.3,9.9,11.1,18.1,22,61,44.1,0,999.9,0,631
5,2012,11,30,11/30/2012,41.3,25.8,1027.7,9.3,4.7,18.1,22.9,46,35.6,0,999.9,0,576
1,2018,11,26,11/26/2018,45.4,42.8,1011.9,7.8,8.1,18.1,28,48.9,42.8,0.04,999.9,0,743
1,2012,11,5,11/05/2012,42.3,27.3,1016.3,10,5.5,19,23.9,48.2,37.9,0,999.9,0,479
5,2015,11,20,11/20/2015,57,52.8,1017.7,7.2,13.6,19,25.1,61,46.9,0.08,999.9,0,819
5,2019,11,22,11/22/2019,48.1,43.4,1011.4,8.8,10.6,19,29.9,57,32,0.01,999.9,0,633
2,2017,11,21,11/21/2017,51.1,39,1020.3,10,15.3,19,27,57.9,37,0,999.9,0,790
2,2016,11,15,11/15/2016,54.8,50.1,1014.2,8.6,9.9,19,27,62.1,46.9,0,999.9,0,741
4,2012,11,1,11/01/2012,47.7,37.4,1001.8,10,6,19,23.9,57.2,43,0.04,999.9,0,439
3,2014,11,19,11/19/2014,33.6,14.6,1018.3,10,14.4,19,25.1,39,30,0.02,999.9,0,633
3,2016,11,23,11/23/2016,37.1,23.3,1019.9,10,12,19,25.1,44.1,30.9,0,999.9,0,807
4,2016,11,10,11/10/2016,49.4,40.5,1011.2,10,10.9,19,27,61,44.1,0,999.9,0,706
2,2019,11,19,11/19/2019,46.5,43.1,1005.8,8.4,7.5,19,27,51.1,43,0.38,999.9,0,629
1,2016,11,28,11/28/2016,39.5,26.7,1019.2,10,11.2,19,25.1,46.9,33.1,0,999.9,0,647
2,2014,11,25,11/25/2014,56.7,53.5,1014,3.6,11.2,19,26,61,50,0.26,999.9,1,599
2,2013,11,26,11/26/2013,44.4,33.4,1026.6,10,11.3,19,26,50,23,0,999.9,0,867
7,2017,11,5,11/05/2017,54.5,49.5,1026,10,10.8,19,22.9,61,46.9,0,999.9,0,519
2,2018,11,20,11/20/2018,48.2,46.3,1012,9.2,7,19,25.1,52,43,0,999.9,0,695
4,2013,11,7,11/07/2013,57.8,55.7,1015.6,7.1,11.4,20,28,64,37,0.01,999.9,0,646
6,2015,11,21,11/21/2015,48.8,34.7,1021.5,10,14.3,20,28.9,61,39.9,0.78,999.9,0,597
1,2013,11,4,11/04/2013,42,26,1032,10,13.9,20,25.1,55,39,0,999.9,0,658
3,2018,11,7,11/07/2018,57.9,52.2,1012.9,8.4,13.7,20,26,62.6,55,0.35,999.9,0,696
6,2018,11,17,11/17/2018,44.5,31.4,1015.5,10,12.1,20,26,50,41,0.03,999.9,0,559
3,2017,11,29,11/29/2017,52.2,47.6,1019.8,9.8,14.6,20,26,59,46,0,999.9,0,701
6,2014,11,8,11/08/2014,43.9,29.7,1012,10,13.9,20,32.1,55,37,0.03,999.9,0,543
1,2018,11,5,11/05/2018,47.5,41.9,1030.9,9.7,9.2,20,32.1,53.1,37,0,999.9,0,759
7,2016,11,6,11/06/2016,49.9,42.3,1019.1,9,10.5,20,28.9,55.9,36,0,999.9,0,532
4,2019,11,21,11/21/2019,43.3,36.2,1017.1,10,13,20,26,48.9,34,0.09,999.9,0,647
5,2018,11,2,11/02/2018,60,57.8,1010.6,5.2,13.9,20,27,64,55,0.01,999.9,0,746
5,2013,11,8,11/08/2013,47.1,32,1012.2,10,13.7,20,27,64,41,1.56,999.9,0,682
4,2018,11,15,11/15/2018,34,18.9,1033.3,9.9,10.6,20,28,44.1,28.9,0,999.9,0,1065
2,2015,11,24,11/24/2015,37.5,17,1024.6,10,11.7,20,25.1,48,30.9,0.25,999.9,0,733
6,2012,11,24,11/24/2012,44.1,27.7,1006.8,9.5,7.6,20,30.9,53.1,37.9,0.01,999.9,1,458
2,2016,11,29,11/29/2016,43.8,38.5,1021.7,8.5,9.7,20,27,53.6,33.1,0,999.9,0,752
6,2017,11,4,11/04/2017,53.6,44.6,1024.3,9.3,13.9,21,32.1,66,46.9,0,999.9,0,613
3,2018,11,21,11/21/2018,39.9,28.6,1014.7,9.7,13.8,21,27,46,34,0.04,999.9,0,732
4,2012,11,15,11/15/2012,40.4,25,1029.7,10,5.3,21,27,48.2,36,0,999.9,0,623
1,2017,11,20,11/20/2017,40.5,24.6,1010.3,10,15.4,21,35.9,45,37.9,0.18,999.9,0,748
5,2014,11,7,11/07/2014,52.5,46.7,999,7.9,11.7,21,29.9,59,46,0.85,999.9,0,641
6,2015,11,7,11/07/2015,61.4,54.7,1013.4,6.9,10.9,21,26,64.9,57,0,999.9,0,500
3,2012,11,28,11/28/2012,37.5,28.8,1022.7,9.3,7.1,21,28,44.6,34,0.59,999.9,0,512
7,2016,11,13,11/13/2016,51.3,36.2,1017.2,10,14.2,21,28,57,37.9,0,999.9,0,518
6,2019,11,9,11/09/2019,35.3,21.8,1024.6,10,10.2,21,29.9,48.9,32,0.06,999.9,0,502
7,2018,11,4,11/04/2018,47.7,32.3,1029.1,10,9.9,21,32.1,63,37,0.45,999.9,0,502
5,2017,11,10,11/10/2017,44.6,33.5,1016.1,10,12.3,21,28.9,55,32,0.05,999.9,0,724
7,2017,11,26,11/26/2017,48.9,39.7,1007.2,9.9,12.2,21,31.1,55.9,41,0,999.9,0,485
6,2013,11,9,11/09/2013,41.7,22.4,1020.4,10,12.9,21,28.9,51.1,37.9,0.03,999.9,0,571
6,2019,11,23,11/23/2019,40.4,24.6,1012.4,10,13.9,21,32.1,57,36,0.22,999.9,0,528
6,2017,11,11,11/11/2017,30.2,18,1029.7,10,12.6,22,28.9,36,26.1,0,999.9,0,623
5,2014,11,21,11/21/2014,36.8,15.4,1017.4,10,15.8,22,35.9,53.1,32,0,999.9,0,677
1,2013,11,11,11/11/2013,47.1,30.4,1015.7,10,15.9,22,31.1,60.1,42.1,0.01,999.9,0,456
4,2013,11,14,11/14/2013,42.8,27.4,1021.3,10,14.2,22,28.9,50,30,0,999.9,0,620
5,2014,11,28,11/28/2014,37,30.9,1015.6,9.3,12.6,22,29.9,46,34,0.05,999.9,0,444
3,2012,11,14,11/14/2012,42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,999.9,0,625
6,2016,11,12,11/12/2016,42.1,25.4,1019.6,10,13.9,22,29.9,46,39,0,999.9,0,603
2,2013,11,19,11/19/2013,47,29.2,1010.1,9.8,14,22,28.9,60.1,39.9,0.26,999.9,0,600
7,2019,11,17,11/17/2019,41.5,29.4,1027.1,10,14.2,22,29.9,46,34,0,999.9,0,444
7,2015,11,8,11/08/2015,53.2,35.5,1021.8,10,11,22,28.9,64.9,46.9,0,999.9,0,472
7,2012,11,25,11/25/2012,36.6,17.2,1011.6,10,7.1,22.9,30.9,41,33.1,0,999.9,0,415
5,2017,11,17,11/17/2017,43.8,33.2,1009.4,9.9,15.6,22.9,35.9,54,42.1,0.55,999.9,0,814
4,2017,11,16,11/16/2017,46.6,43.4,1015,8.9,10.1,22.9,28.9,54,39,0,999.9,0,811
4,2014,11,20,11/20/2014,45.7,32.6,1014,9.8,16.1,22.9,31.1,53.1,28.9,0.03,999.9,0,635
3,2016,11,30,11/30/2016,52.9,51.3,1013.1,4.1,12.6,22.9,33,57.2,48.2,1.05,999.9,1,730
7,2015,11,15,11/15/2015,47.6,32.3,1020.3,10,14.3,22.9,27,55.9,41,0,999.9,0,500
3,2017,11,8,11/08/2017,47,43.6,1020.7,9.7,16.7,22.9,29.9,57,44.1,0.37,999.9,0,662
2,2013,11,12,11/12/2013,45.7,36.8,1015,8.5,16.5,22.9,28.9,55,32,0,999.9,0,647
7,2019,11,24,11/24/2019,50.2,45.5,1000.6,7.5,13,22.9,35.9,57.9,36,0.1,999.9,0,517
4,2018,11,22,11/22/2018,24.9,4.8,1022.1,10,19.2,22.9,33,44.1,19,0,999.9,0,412
3,2019,11,13,11/13/2019,29,11.6,1019.9,9.3,17.5,22.9,35.9,33.1,23,0.25,999.9,0,599
5,2016,11,18,11/18/2016,50.9,44.1,1014.8,10,18,22.9,28.9,55,41,0,999.9,0,776
4,2017,11,23,11/23/2017,38.7,30.1,1015,10,11.1,22.9,35.9,57,34,0.28,999.9,0,469
3,2017,11,22,11/22/2017,54.2,52.3,1014,8,13.5,22.9,34,57.9,45,0,999.9,0,774
7,2013,11,3,11/03/2013,49.4,43.7,1013,8.8,12,24.1,28.9,60.1,42.1,0.05,999.9,0,415
1,2013,11,18,11/18/2013,55.9,53.7,1006.1,5,13.5,24.1,35,60.8,51.1,0.23,999.9,1,611
5,2015,11,6,11/06/2015,62.3,60.4,1020.6,4.3,11.3,24.1,34,66.9,52,0.14,999.9,1,616
4,2013,11,28,11/28/2013,40.1,28.4,1014.2,9.4,14.9,24.1,35.9,60.1,30,1.86,999.9,0,429
1,2014,11,17,11/17/2014,52.1,48.9,1014.6,6.5,9.5,24.1,35,61,45,0.09,999.9,0,666
6,2015,11,14,11/14/2015,49,29,1009.4,10,18.7,24.1,35.9,61,43,0,999.9,0,613
5,2013,11,1,11/01/2013,62.3,59.7,1008.7,6.3,18.2,24.1,34,66,45,0.01,999.9,0,710
6,2019,11,30,11/30/2019,35,18.3,1013.2,10,15.8,24.1,29.9,42.1,30.9,0,999.9,0,465
4,2015,11,12,11/12/2015,52.5,49,1011.3,7.3,11.5,24.1,29.9,59,51.1,0.17,999.9,0,637
5,2016,11,11,11/11/2016,54.9,41,1003.5,10,16,24.1,34,63,46.9,0,999.9,0,665
2,2019,11,12,11/12/2019,53.9,50.4,1009.5,8.4,13.1,24.1,35.9,60.1,33.1,0,999.9,0,595
3,2018,11,14,11/14/2018,39.3,20.6,1021.6,10,16.5,24.1,28.9,61,33.1,1.22,999.9,0,688
4,2018,11,29,11/29/2018,41.3,29,1002.8,10,17.1,24.1,35.9,48.9,36,0,999.9,0,646
1,2019,11,25,11/25/2019,45.4,36.5,1004.1,10,12.8,24.1,33,57.9,41,0.4,999.9,0,641
2,2016,11,22,11/22/2016,37.7,21.4,1009,10,15.1,24.1,33,43,34,0,999.9,0,765
1,2016,11,7,11/07/2016,47.4,36.7,1026.2,9.6,18.8,25.1,31.1,54,43,0.35,999.9,0,699
5,2019,11,8,11/08/2019,42.7,31.3,1014.8,10,15.7,25.1,38.1,60.1,34,0.11,999.9,0,676
5,2018,11,23,11/23/2018,23,11.1,1031.4,9.7,13.1,25.1,33,30.9,19,0,999.9,0,476
1,2014,11,3,11/03/2014,44.6,20.6,1012.6,10,18.9,25.1,35.9,52,37,0.66,999.9,0,625
5,2015,11,13,11/13/2015,58.3,47.5,1000.3,9.8,16.9,25.1,34,61,51.1,0.07,999.9,0,677
2,2012,11,13,11/13/2012,52.4,47.5,1024.6,8.8,6.1,25.1,29.9,62.6,44.1,0.06,999.9,0,648
3,2016,11,16,11/16/2016,54.4,49.5,1006.4,8,12.8,25.1,32.1,59,51.1,0.5,999.9,0,705
7,2018,11,11,11/11/2018,39.9,21.2,1022.8,10,13.7,25.1,31.1,44.1,37,0.31,999.9,0,500
1,2015,11,23,11/23/2015,45.2,35.2,1010,8.5,17.4,25.1,34,57,39.9,1.68,999.9,0,704
2,2014,11,18,11/18/2014,48.9,39.6,1004.5,7.8,17.1,26,38.1,63,34,2.91,999.9,0,712
7,2013,11,10,11/10/2013,52.5,39.7,1013.4,10,13,26,35.9,60.1,37.9,0,999.9,0,474
1,2019,11,18,11/18/2019,48.4,44.7,1006.8,3.6,21.7,26,35.9,51.1,39,0.07,999.9,0,743
2,2018,11,13,11/13/2018,51.9,46.5,1020.7,5.8,16.9,26,39,61,37,0.13,999.9,0,754
7,2014,11,23,11/23/2014,52.6,41.5,1021.4,8.9,18.3,26,35,57.9,48,0,999.9,0,425
1,2013,11,25,11/25/2013,27,4.4,1025.3,10,15.4,27,39,36,23,0,999.9,0,710
1,2016,11,21,11/21/2016,38.8,23.3,998.3,10,21.2,27,39,51.1,37,0.07,999.9,0,684
