day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
4,2019,7,4,07/04/2019,66.6,63.7,1017.9,6.3,3.7,8.9,999.9,80.1,59,0,999.9,1,394
2,2017,7,18,07/18/2017,69.4,67.9,1019.6,4,5.5,8.9,999.9,78.1,62.1,0,999.9,1,706
6,2015,7,25,07/25/2015,68.5,60.2,1015,9.7,4.4,8.9,999.9,80.1,60.1,0,999.9,0,451
2,2019,7,16,07/16/2019,70.3,65.9,1017.6,8.7,5.3,8.9,999.9,79,60.1,0,999.9,1,658
3,2013,7,31,07/31/2013,70.6,62.6,1019.3,10,6.7,8.9,999.9,78.1,64.9,0,999.9,0,553
3,2013,7,17,07/17/2013,72.9,65.8,1020.8,9.9,5.6,8.9,999.9,84,66.9,0,999.9,0,609
6,2019,7,27,07/27/2019,67.1,58.1,1025.2,10,4.9,8.9,999.9,75.9,55.9,0,999.9,0,602
5,2019,7,26,07/26/2019,67.1,58.9,1024,9.4,3.4,8.9,999.9,78.1,59,0,999.9,1,650
1,2018,7,16,07/16/2018,68.7,67.9,1015.6,2.6,4.7,8.9,999.9,75,61,0,999.9,1,719
5,2014,7,25,07/25/2014,67.4,60.8,1013.4,10,5.9,8.9,999.9,77,61,0,999.9,0,653
3,2019,7,3,07/03/2019,70.2,65.1,1009.9,9.2,5,8.9,999.9,80.1,59,0,999.9,0,654
1,2012,7,30,07/30/2012,73.1,65.1,1018.6,10,2.2,8.9,999.9,79,64.9,0.01,999.9,0,530
7,2012,7,1,07/01/2012,83.6,63,1008.9,9.7,4.1,9.9,18.1,93,66,0,999.9,0,538
1,2015,7,27,07/27/2015,71.1,66.5,1017.3,9.9,8.3,9.9,999.9,75,61,0,999.9,0,626
2,2012,7,17,07/17/2012,84.6,63.3,1009.3,9.4,3.5,9.9,18.1,93.9,70,0,999.9,0,648
5,2012,7,6,07/06/2012,81.9,62.3,1011.7,10,3.1,9.9,999.9,91,66.9,0,999.9,0,638
3,2016,7,27,07/27/2016,75.4,66.3,1012.4,10,7,9.9,999.9,82,70,0,999.9,0,690
4,2019,7,18,07/18/2019,71.4,71,1013.2,2,4.9,9.9,999.9,73.9,69.1,0,999.9,1,620
6,2018,7,14,07/14/2018,64.9,59.5,1021.4,10,4.7,9.9,999.9,73.9,54,0,999.9,0,577
6,2020,7,18,07/18/2020,70.2,67.9,1017.6,3.2,6.2,9.9,999.9,75.9,55,0,999.9,1,312
6,2016,7,30,07/30/2016,70.8,66.9,1015,9,5.3,9.9,999.9,78.1,64.9,0.81,999.9,0,599
4,2018,7,19,07/19/2018,67.9,57.5,1016.8,10,6.3,9.9,999.9,77,59,0,999.9,0,739
1,2012,7,9,07/09/2012,78.5,56.8,1012.7,10,3.5,9.9,999.9,84,68,0.09,999.9,0,533
2,2017,7,4,07/04/2017,72,61.5,1016.5,9.8,5.8,9.9,999.9,82,61,0,999.9,0,424
2,2012,7,10,07/10/2012,76.5,56.3,1016,10,3.4,9.9,999.9,86,61,0,999.9,0,524
6,2016,7,16,07/16/2016,73.5,67.3,1015.4,7,6.4,9.9,999.9,84.9,66.9,0,999.9,0,623
5,2018,7,13,07/13/2018,64.8,55.1,1024.2,10,5,9.9,999.9,77,54,0,999.9,0,726
5,2015,7,17,07/17/2015,64.9,57.6,1019.1,10,6,9.9,999.9,73,54,0,999.9,0,659
6,2013,7,13,07/13/2013,67.9,66.3,1024.4,3.3,6.2,9.9,999.9,75.9,63,0.01,999.9,1,575
3,2019,7,10,07/10/2019,71.5,65.8,1016.8,7.3,6.4,9.9,999.9,84.9,60.1,0,999.9,1,553
6,2014,7,12,07/12/2014,65.7,58.8,1023.4,9.9,4.4,9.9,999.9,75.9,57.9,0.01,999.9,0,550
7,2018,7,8,07/08/2018,61.7,52.8,1027.4,10,3.8,9.9,999.9,73.9,51.1,0,999.9,0,545
6,2014,7,19,07/19/2014,65,54.1,1024.2,10,5,9.9,999.9,78.1,55.9,0,999.9,0,480
3,2018,7,4,07/04/2018,71.7,70.5,1025.7,4.8,6.8,9.9,999.9,81,62.1,0,999.9,1,406
1,2013,7,29,07/29/2013,69.2,67.1,1017.1,6.5,5.3,9.9,999.9,73.9,64,0.02,999.9,0,597
6,2014,7,26,07/26/2014,66.9,63.2,1015.8,9.8,6.9,9.9,999.9,75,61,0,999.9,0,534
1,2018,7,2,07/02/2018,68.4,64.9,1018.9,8.7,4.7,9.9,999.9,86,63,0,999.9,0,719
1,2013,7,15,07/15/2013,76.3,71.2,1021.6,9.3,5.7,9.9,999.9,82.9,69.1,0,999.9,0,581
3,2020,7,1,07/01/2020,64.4,61.5,1011.7,6,4.7,9.9,999.9,73,60.1,0,999.9,1,257
4,2014,7,31,07/31/2014,67.7,62.9,1019.8,9.6,6.3,11.1,999.9,75,59,0.01,999.9,0,626
3,2014,7,30,07/30/2014,67.3,60.6,1015.5,9.3,5.5,11.1,999.9,75,59,0,999.9,0,605
3,2017,7,5,07/05/2017,67.9,58.5,1021.9,9.9,6.5,11.1,999.9,81,57.9,0,999.9,0,706
2,2020,7,21,07/21/2020,77.6,66.1,1014.3,8.3,8.6,11.1,17.1,88,69.1,0,999.9,1,325
3,2020,7,22,07/22/2020,72.7,68.1,1017.6,7.8,4.6,11.1,999.9,88,64.9,0,999.9,1,287
5,2017,7,28,07/28/2017,69.2,66.9,1011.3,10,8.5,11.1,999.9,77,55.9,0.02,999.9,0,685
2,2015,7,28,07/28/2015,72.4,68.7,1016.2,9,7.2,11.1,999.9,80.1,68,0,999.9,1,643
2,2013,7,30,07/30/2013,71.2,64.3,1018,7.8,7.8,11.1,999.9,77,66.2,0.01,999.9,1,584
6,2020,7,25,07/25/2020,69.6,66.7,1018,5.5,3.9,11.1,999.9,80.1,60.1,0,999.9,1,285
4,2020,7,9,07/09/2020,70.9,67.4,1016.6,8.2,7.7,11.1,999.9,78.1,64.9,0,999.9,0,310
3,2017,7,12,07/12/2017,70.8,70.2,1015.2,1.8,7.3,11.1,999.9,77,64.9,0,999.9,1,677
2,2014,7,22,07/22/2014,67.1,63.5,1020.4,5.9,5.4,11.1,999.9,73,60.1,0.02,999.9,1,587
6,2015,7,4,07/04/2015,62.9,55.4,1015.2,8,6.2,11.1,999.9,77,55.9,0,999.9,0,389
4,2019,7,11,07/11/2019,66.8,65.7,1015.9,2.2,5.8,11.1,999.9,84.9,64,0,999.9,1,658
7,2020,7,5,07/05/2020,63.1,61,1015,4.4,5,11.1,999.9,73,60.1,0,999.9,1,288
3,2012,7,4,07/04/2012,81.8,65.6,1009.1,9.2,3.6,11.1,999.9,91,68,0.06,999.9,0,432
2,2015,7,7,07/07/2015,68.1,64.3,1019.7,7.4,8.2,11.1,999.9,78.1,62.1,0,999.9,0,646
4,2018,7,12,07/12/2018,68.2,59.5,1019.9,10,6.8,11.1,999.9,77,60.1,0,999.9,0,642
7,2016,7,31,07/31/2016,67.5,64.8,1018.4,6.7,6.8,11.1,999.9,72,64.4,0,999.9,1,529
7,2016,7,10,07/10/2016,63,60.1,1010.6,6.8,7.7,11.1,999.9,70,59,0.1,999.9,1,508
5,2020,7,24,07/24/2020,73.7,69.7,1017.4,7.8,6.3,11.1,15.9,81,68,99.99,999.9,1,307
6,2017,7,15,07/15/2017,64.3,62.7,1013.9,8.4,5.6,11.1,999.9,72,60.1,0.11,999.9,0,649
3,2015,7,15,07/15/2015,72.3,68.8,1004.1,6.8,4.5,11.1,999.9,82,62.1,0.01,999.9,1,611
4,2016,7,28,07/28/2016,72.2,69,1013.1,9.7,7.2,11.1,999.9,81,68,0,999.9,0,709
1,2017,7,17,07/17/2017,67.3,66.8,1018.5,3.9,5.7,11.1,999.9,78.1,62.1,0,999.9,1,639
4,2018,7,5,07/05/2018,71.7,71,1025.4,1.6,6.2,11.1,999.9,81,66.9,0,999.9,1,720
7,2016,7,17,07/17/2016,70.6,68.7,1019.1,4.1,6.6,11.1,999.9,84.9,66.9,0,999.9,1,574
2,2019,7,9,07/09/2019,69,61.7,1015.8,9.7,6.5,11.1,999.9,80.1,54,0,999.9,0,661
3,2020,7,29,07/29/2020,75.3,67.6,1012.7,7.5,6.3,11.1,999.9,82.9,72,99.99,999.9,1,314
2,2018,7,3,07/03/2018,66.9,66.2,1021.5,2.9,6.2,11.1,999.9,73.9,61,0,999.9,1,678
1,2020,7,13,07/13/2020,70.3,67.5,1008.7,4.9,8,11.1,999.9,77,68,0,999.9,1,288
7,2013,7,28,07/28/2013,69.8,68,1015.8,5.7,6.5,12,22.9,75.2,66.2,0.12,999.9,1,485
1,2018,7,9,07/09/2018,60.9,53.6,1023.2,10,6.7,12,999.9,73.9,50,0,999.9,0,672
7,2015,7,19,07/19/2015,71.4,67.9,1011.9,6.9,9,12,999.9,77,64,0,999.9,1,545
4,2016,7,21,07/21/2016,70.4,63.4,1020.2,10,7.4,12,999.9,80.1,60.1,0,999.9,0,731
7,2018,7,1,07/01/2018,70.8,66.4,1016.2,8.8,5.9,12,999.9,86,62.1,0,999.9,0,563
2,2019,7,30,07/30/2019,73,71.1,1016.3,6.6,7.8,12,999.9,80.1,69.1,0,999.9,1,638
3,2017,7,19,07/19/2017,71.6,70.3,1016.5,4.2,7.6,12,999.9,79,66,0,999.9,1,747
6,2012,7,21,07/21/2012,68.1,58.5,1018.3,9.8,4.1,12,999.9,77,57.9,0.43,999.9,0,528
1,2019,7,22,07/22/2019,76.5,70.8,1009.8,9.5,7,12,999.9,87.1,69.1,0,999.9,0,640
3,2015,7,29,07/29/2015,76,69.9,1014.2,5.4,6.8,12,999.9,86,68,0,999.9,1,629
2,2018,7,24,07/24/2018,69.2,68.1,1025.8,5.7,9.8,12,999.9,75,66,0,999.9,1,654
7,2013,7,21,07/21/2013,72.8,69.1,1012.6,6.6,5.3,12,999.9,77,66.9,0.04,999.9,0,447
6,2019,7,6,07/06/2019,68.9,67.6,1013.9,1.5,7.5,12,999.9,73.9,59,0,999.9,1,471
7,2017,7,16,07/16/2017,69.3,67.7,1013.7,5.8,7.1,12,999.9,78.1,60.1,0,999.9,1,515
4,2014,7,3,07/03/2014,69.1,67.3,1015.3,1.8,8.5,12,999.9,75.9,66,0,999.9,1,740
3,2019,7,31,07/31/2019,72.9,70.9,1017.2,5.6,7,12,999.9,79,68,0,999.9,1,604
2,2012,7,3,07/03/2012,79.8,56.7,1012.8,10,2.9,12,999.9,88,63,0,999.9,0,664
3,2013,7,10,07/10/2013,71.1,69.7,1015.5,1.9,7.1,12,999.9,77,69.1,0,999.9,1,614
4,2017,7,27,07/27/2017,61.8,59.2,1017.7,10,7.3,12,999.9,72,55,0,999.9,0,610
5,2015,7,24,07/24/2015,71.7,60.3,1012.2,10,7.5,12,999.9,80.1,62.1,0,999.9,0,490
7,2012,7,29,07/29/2012,71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,999.9,0,376
6,2017,7,22,07/22/2017,74,67.2,1010.5,8.8,7.1,12,999.9,84.9,68,0,999.9,0,648
5,2015,7,31,07/31/2015,76.7,68.5,1009.5,8.5,8.5,12,17.1,87.1,71.1,0,999.9,0,753
4,2015,7,2,07/02/2015,68.7,62.5,1011.7,7.1,7,12,999.9,77,61,0,999.9,0,603
4,2017,7,20,07/20/2017,74.7,70.6,1013.9,5.3,7.7,12,999.9,84.9,66.9,0,999.9,1,774
4,2019,7,25,07/25/2019,69.5,61.4,1017.7,10,5.8,12,999.9,78.1,61,0,999.9,0,605
6,2019,7,20,07/20/2019,76.2,72.3,1009.2,6.1,9.1,12,999.9,87.1,64.9,0,999.9,1,586
1,2019,7,29,07/29/2019,72.8,69.7,1015.9,8.9,9.3,13,999.9,80.1,59,0,999.9,0,649
6,2016,7,9,07/09/2016,61.7,58.6,1011.6,6.5,10.8,13,999.9,70,59,0.62,999.9,0,498
7,2014,7,20,07/20/2014,65.2,57.9,1021.3,9.1,10,13,18.1,73.9,55.9,0,999.9,0,451
2,2013,7,2,07/02/2013,67.7,65.5,1022.2,4,9.5,13,18.1,73,64.9,0.04,999.9,1,601
2,2014,7,1,07/01/2014,68.6,65.1,1014.4,9.8,9.1,13,18.1,73.9,54,0.01,999.9,0,616
4,2012,7,26,07/26/2012,78,62.4,1007,8.9,4.3,13,29.9,87.1,66.9,0,999.9,1,604
7,2012,7,15,07/15/2012,79.7,68.6,1018.3,9.1,2.8,13,999.9,87.1,70,0,999.9,0,494
6,2012,7,14,07/14/2012,78.5,62.7,1021.6,10,3.5,13,19,82,68,0,999.9,1,536
5,2018,7,27,07/27/2018,70.6,70.1,1015.8,2.1,7.8,13,999.9,75.9,68,0,999.9,1,753
1,2012,7,23,07/23/2012,76,67.2,1016.9,8.9,3,13,999.9,86,64,0,999.9,0,505
5,2017,7,21,07/21/2017,75.6,69.6,1010.4,5.7,7.8,13,999.9,84.9,69.1,0,999.9,1,733
3,2016,7,20,07/20/2016,68.3,55.6,1020.9,10,6.9,13,999.9,81,60.1,0,999.9,0,698
2,2016,7,12,07/12/2016,66.7,61.2,1019.1,10,7.3,13,999.9,78.1,55,0,999.9,0,662
5,2017,7,14,07/14/2017,63.7,61.5,1018.4,9,8.9,13,19,80.1,62.1,0,999.9,0,707
5,2012,7,20,07/20/2012,67.2,62.8,1014.9,7.4,6.5,13,21,73.9,61,0.17,999.9,0,604
6,2015,7,18,07/18/2015,67.8,60.5,1017,10,9.7,13,999.9,73.9,55,0,999.9,0,561
3,2012,7,18,07/18/2012,85.3,69.1,1008.9,7.2,3.7,13,20,100,73,0,999.9,1,559
2,2017,7,11,07/11/2017,68.8,68.4,1016.1,2.7,8.6,13,999.9,75,62.1,0,999.9,1,638
7,2019,7,21,07/21/2019,76.7,72.4,1007.5,6.7,10.7,13,999.9,87.1,70,0,999.9,0,477
3,2017,7,26,07/26/2017,63.6,58,1022.4,10,7.4,13,999.9,72,55,0,999.9,0,635
4,2013,7,11,07/11/2013,71.8,69.7,1011.6,4.9,9.5,13,19,75.9,69.1,0.01,999.9,0,550
3,2016,7,6,07/06/2016,71.8,65.3,1009.9,8.6,6.5,13,999.9,81,64,1.5,999.9,1,679
1,2017,7,10,07/10/2017,68.3,66.1,1018.2,9.6,9,13,999.9,77,62.1,0,999.9,0,667
2,2013,7,9,07/09/2013,72.7,69.3,1018,5.7,7,13,999.9,80.1,69.1,0,999.9,1,583
3,2013,7,24,07/24/2013,74.9,71.6,1006.7,5.7,8.4,13,20,82,70,0.6,999.9,1,571
1,2015,7,20,07/20/2015,73.4,69.9,1005.9,4.1,9.3,13,999.9,81,69.1,0,999.9,1,727
1,2017,7,3,07/03/2017,70.9,66.1,1013.9,8.2,9.5,14,999.9,82,64.9,0,999.9,1,617
3,2016,7,13,07/13/2016,67.2,63.3,1019.3,10,9.2,14,999.9,78.1,57.9,0,999.9,0,607
6,2012,7,7,07/07/2012,84.9,65.9,1010.1,9.5,3.1,14,17.1,95,70,0,999.9,0,490
7,2015,7,12,07/12/2015,71.5,64.6,1016.1,9.7,9.3,14,999.9,81,64.9,0,999.9,0,521
2,2013,7,23,07/23/2013,72.1,70,1007.1,3.7,8.1,14,19,78.8,66.2,0,999.9,1,571
1,2015,7,6,07/06/2015,69.2,64.4,1021.3,8.8,8.2,14,999.9,78.1,55,0,999.9,0,598
4,2015,7,23,07/23/2015,71.9,60.8,1010.4,10,8.3,14,999.9,80.1,63,0,999.9,0,623
4,2013,7,18,07/18/2013,75.6,69.6,1016.6,8.1,6.8,14,999.9,88,68,0,999.9,0,636
7,2019,7,14,07/14/2019,71.8,68.1,1011.9,7.9,9.6,14,999.9,79,66,0,999.9,1,497
4,2015,7,30,07/30/2015,74.2,70.7,1012.2,6.2,9.7,14,999.9,86,69.1,0,999.9,0,717
7,2013,7,14,07/14/2013,72.9,70.5,1025.1,4.5,5.3,14,999.9,79,66,0.01,999.9,1,471
6,2019,7,13,07/13/2019,71.9,67.1,1010.7,8.1,7.5,14,999.9,80.1,66,0.28,999.9,1,558
1,2016,7,25,07/25/2016,71.5,68.8,1014,9.9,8.7,14,999.9,80.1,64.9,0,999.9,0,698
7,2014,7,13,07/13/2014,68.7,63.6,1020,9.8,9.7,14,999.9,73,57.9,0.01,999.9,0,439
6,2015,7,11,07/11/2015,71.8,62.1,1015.9,10,8.4,14,999.9,81,60.1,0,999.9,0,597
7,2014,7,27,07/27/2014,68.6,65.2,1011.4,9.9,7.6,14,999.9,73.9,62.1,0.01,999.9,0,476
4,2014,7,24,07/24/2014,69.6,66.7,1009.5,6.4,8.5,14,28,75.9,64.4,0.04,999.9,1,539
3,2014,7,23,07/23/2014,69.2,65.9,1015,9.9,9.9,14,20,73.9,60.1,0.01,999.9,0,591
7,2013,7,7,07/07/2013,74.4,69.8,1016.3,9,9.1,14,19,82,69.1,0.01,999.9,0,475
3,2014,7,2,07/02/2014,69,66,1014.4,7.2,10.2,14,20,75,64.9,0,999.9,1,658
7,2016,7,3,07/03/2016,67.2,58,1017.1,10,9.6,14,999.9,75.9,55.9,0,999.9,0,448
5,2012,7,27,07/27/2012,76.6,69.3,1007,9.1,4.4,14,999.9,87.1,70,0.6,999.9,0,637
1,2013,7,1,07/01/2013,66.7,65.3,1017,4.1,10.4,14,20,72,64,0.04,999.9,0,633
5,2016,7,15,07/15/2016,70.7,67.9,1011.3,5.2,9.6,14,21,75,66,0,999.9,1,798
2,2013,7,16,07/16/2013,77.4,68.4,1019.6,8.3,7.3,14,999.9,87.1,69.1,0,999.9,0,582
2,2019,7,2,07/02/2019,67.9,63.1,1009,10,9.1,14,999.9,75,62.1,0,999.9,0,591
2,2012,7,31,07/31/2012,73.4,64.3,1016.7,10,3.8,14,999.9,80.1,60.1,0,999.9,0,540
7,2018,7,29,07/29/2018,72.9,69.1,1016.8,6.5,6.3,14,999.9,80.1,66.9,0.06,999.9,1,463
1,2019,7,15,07/15/2019,73.1,63,1015,10,9.1,14,999.9,79,66.9,0,999.9,0,637
5,2016,7,29,07/29/2016,70.8,68.3,1011.1,6,5.8,14,999.9,78.1,66.9,0,999.9,1,774
1,2012,7,16,07/16/2012,79,67.9,1011.5,9.2,4,14,22,91,70,0.26,999.9,0,528
2,2018,7,10,07/10/2018,67.2,64.7,1014.8,9.9,10.4,14,999.9,73,50,0,999.9,0,727
7,2015,7,26,07/26/2015,65.8,61.6,1017.5,8.8,8.5,15,999.9,77,60.1,0,999.9,1,551
6,2013,7,27,07/27/2013,69.1,66.1,1018,9.6,8.8,15,18.1,73.9,64.9,0.26,999.9,0,516
3,2019,7,24,07/24/2019,66.1,62,1012.9,9.9,9.1,15,22,71.6,62.6,0,999.9,0,626
7,2019,7,28,07/28/2019,66.9,62.9,1020.3,9.6,7.3,15,999.9,75.9,55.9,0,999.9,0,527
5,2013,7,12,07/12/2013,69.4,67.8,1015.9,3.1,6.7,15,49.9,72,66,0.06,999.9,1,599
7,2017,7,2,07/02/2017,68.7,67.4,1013.7,4.2,11.4,15,20,73.9,64.4,0.03,999.9,1,537
2,2012,7,24,07/24/2012,80.3,67.3,1005.4,8.1,6,15,18.1,90,70,0.15,999.9,0,574
1,2014,7,14,07/14/2014,69.7,67,1014.5,7.4,12,15,21,73.9,64,0,999.9,0,567
6,2018,7,21,07/21/2018,59.8,9999.9,1021,6.8,6.7,15,17.1,73,52,0,999.9,1,622
5,2019,7,19,07/19/2019,69.2,67.7,1011.4,4.7,8.1,15,999.9,77,64.9,99.99,999.9,1,666
1,2016,7,4,07/04/2016,68.4,62.6,1017.2,9.9,11.7,15,999.9,75.9,55.9,0,999.9,0,488
3,2013,7,3,07/03/2013,68.7,67.2,1024.1,2.5,9.5,15,999.9,72,64.4,0.03,999.9,1,635
4,2013,7,4,07/04/2013,69.8,68,1023.5,1.8,11.9,15,21,75,68,0.02,999.9,1,438
2,2016,7,19,07/19/2016,73.8,65.7,1015.8,8.3,10.1,15,25.1,81,66.9,0,999.9,0,699
3,2015,7,1,07/01/2015,65.5,62.2,1011.8,6.5,10.4,15,28.9,72,61,0,999.9,1,683
3,2015,7,8,07/08/2015,70.6,67.8,1014.3,3.8,9.8,15,999.9,75.9,62.1,0,999.9,1,620
7,2015,7,5,07/05/2015,65.8,59.5,1017.5,9.3,8.2,15,999.9,73.9,55,0,999.9,0,467
4,2012,7,19,07/19/2012,73.3,67.2,1013.2,7.5,3.4,15,18.1,75.9,68,1.76,999.9,0,522
4,2012,7,5,07/05/2012,86.7,64.3,1007.4,9.4,3.8,15,999.9,93.9,70,99.99,999.9,0,591
2,2016,7,5,07/05/2016,67.1,65.3,1009.7,6.2,9.2,15,999.9,75.9,64,0.62,999.9,1,663
1,2012,7,2,07/02/2012,80.3,54.1,1011.6,10,3.8,15,999.9,88,66.9,0,999.9,0,564
3,2018,7,25,07/25/2018,69.8,68.7,1020,5,11,15,999.9,75.9,66,0,999.9,1,657
2,2014,7,8,07/08/2014,69.5,66.2,1010.5,6.2,11.8,15,20,73.9,64.9,0.01,999.9,1,594
2,2016,7,26,07/26/2016,75.3,69.3,1009.6,9,12.1,15.9,22.9,82,68,0,999.9,0,688
5,2015,7,10,07/10/2015,65.2,60.1,1011.8,8.7,7.9,15.9,20,75,60.1,0,999.9,0,709
1,2019,7,1,07/01/2019,66.9,59.9,1010,10,10.4,15.9,22,77,62.1,0.21,999.9,0,693
1,2014,7,7,07/07/2014,68.6,62.8,1012.8,9.4,13.9,15.9,22,73.9,63,0.04,999.9,0,614
1,2016,7,18,07/18/2016,71.1,69,1018.1,4.1,10.1,15.9,24.1,75.9,66,0,999.9,1,725
2,2014,7,15,07/15/2014,71.4,69.1,1011.6,5.8,13.1,15.9,22,75.2,68,0,999.9,1,587
1,2020,7,27,07/27/2020,77,69.7,1009.2,7.6,12.3,15.9,20,84.9,71.1,0,999.9,1,317
7,2017,7,23,07/23/2017,68.4,63.5,1009.3,8.7,6,15.9,999.9,82,64,0,999.9,0,554
3,2014,7,16,07/16/2014,70.4,68.5,1010.6,6,13.7,15.9,22.9,75,68,0,999.9,0,551
7,2020,7,12,07/12/2020,71.8,67.5,1006.4,7,11.6,15.9,21,77,66.9,0,999.9,1,291
5,2019,7,12,07/12/2019,70.8,68.3,1008.1,7.9,10.9,15.9,21,80.1,64,0.18,999.9,0,747
6,2018,7,28,07/28/2018,69.7,69.7,1016.5,1.4,6.7,15.9,999.9,75.9,66.9,0.41,999.9,1,637
2,2014,7,29,07/29/2014,68.9,62.8,1007.7,9.6,10.5,15.9,999.9,73.9,64.9,0.12,999.9,0,526
2,2015,7,14,07/14/2015,67.4,63,1008.6,9.8,9.2,15.9,20,79,62.1,0,999.9,0,657
6,2013,7,20,07/20/2013,74.5,71.7,1008.8,3.3,11.8,15.9,20,80.1,71.1,0,999.9,0,551
5,2013,7,19,07/19/2013,73.9,71.4,1013.4,2.8,9.6,15.9,22,80.1,69.1,0,999.9,1,697
4,2015,7,9,07/09/2015,69.1,61.2,1014.2,8.5,9.8,15.9,22,75.9,66,0,999.9,0,567
6,2013,7,6,07/06/2013,73,69.2,1018.5,8.1,13.1,15.9,22.9,79,68,0.01,999.9,0,517
1,2014,7,21,07/21/2014,65.9,63.3,1020.4,6,12.8,15.9,21,70,62.6,0.4,999.9,0,557
3,2015,7,22,07/22/2015,73.7,65,1003.6,7.8,9.2,15.9,21,82,68,0,999.9,1,618
5,2016,7,1,07/01/2016,66.9,63.6,1017.1,7.8,8.7,17.1,999.9,77,61,0,999.9,1,752
6,2017,7,1,07/01/2017,67.7,66.3,1016.8,5.9,13,17.1,22,73,63,0,999.9,0,595
7,2020,7,26,07/26/2020,75.1,71.3,1015.3,8,12.3,17.1,22.9,82,60.1,0,999.9,0,309
5,2013,7,5,07/05/2013,71.6,68.2,1021.6,6.8,12.4,17.1,22,77,68,0.03,999.9,1,576
7,2017,7,9,07/09/2017,69.6,64.1,1012.4,9.3,10.1,17.1,22,77,64,0,999.9,0,512
1,2014,7,28,07/28/2014,69.4,66.9,1003,4.8,10,17.1,26,73.9,64.9,0.01,999.9,1,595
6,2020,7,11,07/11/2020,70.3,68.1,1009.8,3.4,11.2,17.1,22,75.9,66,0,999.9,1,273
1,2013,7,8,07/08/2013,72.6,68.9,1015.5,6.7,10.7,17.1,24.1,78.1,68,0,999.9,1,617
5,2015,7,3,07/03/2015,68.3,58.3,1013.2,7.6,5.8,17.1,999.9,77,61,0,999.9,1,549
3,2018,7,11,07/11/2018,68.3,65.1,1012.8,9.3,8.9,17.1,999.9,73.9,63,0,999.9,0,627
2,2018,7,17,07/17/2018,70.5,69,1012.9,4.6,10.7,17.1,22,75.9,66,0,999.9,1,680
3,2019,7,17,07/17/2019,70.9,69.4,1015,5.7,9.3,17.1,25.1,79,60.1,0,999.9,1,630
1,2018,7,23,07/23/2018,69.9,68.1,1024.3,7.3,12.6,17.1,22,73.9,63,0.04,999.9,0,614
1,2017,7,24,07/24/2017,63,58,1011.8,7.5,10.9,18.1,25.1,75,57.9,0,999.9,0,620
2,2017,7,25,07/25/2017,62.8,59.4,1015.6,9.5,13.8,18.1,24.1,70,57.9,0.25,999.9,0,595
4,2016,7,14,07/14/2016,69.1,65.9,1016,9.3,10.9,18.1,22,75,64,0,999.9,0,741
5,2018,7,6,07/06/2018,70.6,69.3,1017.8,4.8,11.5,18.1,24.1,77,66.9,0,999.9,1,654
3,2018,7,18,07/18/2018,71.2,66.7,1010.1,7.9,9,18.1,22.9,77,66.9,0,999.9,0,688
4,2014,7,10,07/10/2014,69.4,66.1,1017.9,5.4,6.1,18.1,25.1,78.1,64.4,0.01,999.9,1,584
5,2016,7,22,07/22/2016,72.4,68.4,1014.3,9,13.5,18.1,24.1,80.1,61,0,999.9,0,769
7,2018,7,22,07/22/2018,66.5,66.2,1019.1,3.2,12.8,18.1,20,72,52,0,999.9,1,540
7,2014,7,6,07/06/2014,68.2,59.1,1016.4,10,14.1,18.1,26,77,62.1,0.11,999.9,0,451
6,2017,7,8,07/08/2017,67.3,66.8,1007,5.4,8.9,18.1,22.9,73,64,0.5,999.9,1,585
2,2019,7,23,07/23/2019,70.4,67.8,1008.4,7.8,10.6,18.1,24.1,77,64.4,0,999.9,1,553
5,2020,7,3,07/03/2020,69.5,66.2,1008.6,7,9.8,18.1,22.9,77,64,0,999.9,1,300
4,2013,7,25,07/25/2013,67.7,62.8,1014.3,9.7,13.8,19,27,75,64,0.4,999.9,0,507
5,2017,7,7,07/07/2017,66,66,1012.4,5.2,8.7,19,27,69.8,64,0,999.9,1,674
4,2017,7,13,07/13/2017,70.8,69.6,1015.5,4.4,8.2,19,999.9,80.1,64,0,999.9,1,759
6,2017,7,29,07/29/2017,65.1,65,1009.1,6.9,11.1,19,27,77,63,0.12,999.9,0,512
3,2012,7,25,07/25/2012,76.5,53.5,1009.7,10,4.2,19,999.9,84.9,66.9,0,999.9,0,612
3,2014,7,9,07/09/2014,69.4,66.7,1012.5,5.1,12.3,19,27,73.9,66,0.02,999.9,1,569
4,2018,7,26,07/26/2018,69.8,69.4,1014.3,4.7,13.9,19,24.1,75.9,66,0,999.9,0,606
5,2016,7,8,07/08/2016,65.7,64.2,1009.2,3.2,10,21,27,70,60.8,0.32,999.9,1,612
7,2016,7,24,07/24/2016,73.2,63.2,1012.8,10,8.7,21,25.1,82,64.9,0,999.9,0,566
6,2018,7,7,07/07/2018,67.3,52.8,1023.6,9.9,12.8,21,28.9,75.9,60.1,0.01,999.9,0,526
7,2017,7,30,07/30/2017,67.1,57.7,1012.6,9.6,15,21,26,73.9,62.1,0.14,999.9,0,606
6,2016,7,23,07/23/2016,74.3,68.6,1008.6,7.3,12,21,29.9,82,68,1.03,999.9,0,650
5,2013,7,26,07/26/2013,66.1,64.4,1012.2,6,15,22,28.9,69.8,64,2.43,999.9,0,617
